Name,Sex,Weight
Laura Kate Turner (-Alleyne),F,57.0
"Thomas John ""Tom"" Turner",M,100.0
Jos Turra Rivera,M,
Jess Turr Homedes,M,93.0
Hannah Kaya Turski,F,58.0
Dmitry Igoryevich Tursunov,M,81.0
Dmitry Igoryevich Tursunov,M,81.0
Dmitry Igoryevich Tursunov,M,81.0
Irina Turundayevskaya,F,67.0
Irina Turundayevskaya,F,67.0
Yelena Leonidovna Turysheva,F,55.0
brahim Tusder,M,
Edward Roy Tutty,M,
Edward Roy Tutty,M,
Vedat Tutuk,M,54.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Adina uulan-otropa,F,63.0
Edvard Nils Tvedt,M,
Ragnar Tveiten,M,75.0
Ragnar Tveiten,M,75.0
Ragnar Tveiten,M,75.0
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Vilm Tvrzsk,M,
Robert Nathan Twaddle,M,90.0
Robert Nathan Twaddle,M,90.0
H. E. Twaits,M,
Eva M. Twardokens,F,61.0
Eva M. Twardokens,F,61.0
Eva M. Twardokens,F,61.0
Eva M. Twardokens,F,61.0
Eva M. Twardokens,F,61.0
Stephanie April Twell,F,57.0
Stephanie April Twell,F,57.0
Melanie Helen Twitt-Wells,F,52.0
Melanie Helen Twitt-Wells,F,52.0
Luis Antonio Twose Roura,M,63.0
Luis Antonio Twose Roura,M,63.0
Jaroslav Tfa,M,
Addin Tyldesley,M,
Jon ge Tyldum,M,74.0
Jon ge Tyldum,M,74.0
Jon ge Tyldum,M,74.0
Jon ge Tyldum,M,74.0
Michael Johannes Malmin Tyllesen,M,74.0
Michael Johannes Malmin Tyllesen,M,74.0
V'iacheslav Mykolaiovych Tymchenko,M,86.0
Pavlo Yuriyovych Tymoshchenko,M,78.0
Pavlo Yuriyovych Tymoshchenko,M,78.0
Pavlo Yuriyovych Tymoshchenko,M,78.0
"Joseph Christopher ""John"" Tynan",M,
Dustin Tynes,M,75.0
"Aale Maria Tynni (-Pirinen, -Haavio)",F,
Aysuluu Tynybekova,F,58.0
Aysuluu Tynybekova,F,58.0
Erik Tysse,M,70.0
Erik Tysse,M,70.0
Erik Tysse,M,70.0
Erik Tysse,M,70.0
Mdard  Tytgat,M,
Mdard  Tytgat,M,
Mdard  Tytgat,M,
Yury Sergeyevich Tyukalov,M,77.0
Yury Sergeyevich Tyukalov,M,77.0
Yury Sergeyevich Tyukalov,M,77.0
Viktor Nikolayevich Tyumenev,M,85.0
Vladimir Yuryevich Tyumentsev,M,65.0
Dmitry Tyurin,M,
Lyubov Nikolayevna Tyurina (Yevtushenko-),F,75.0
Spyridon Tzetzos,M,
Spyridon Tzetzos,M,
Nikolaos Tzovlas,M,
U Jeong-Hwan,M,
Jorge Uauy,M,
Ovwigbo Uba,M,91.0
Rufina Uba,F,60.0
Rufina Uba,F,60.0
Laszlo Ubori,M,65.0
Valentina Uccheddu,F,45.0
Sho Uchida,M,83.0
Sho Uchida,M,83.0
Kohei Uchima,M,60.0
Kahori Uchiyama,F,56.0
Takashi Uchiyama,M,55.0
Takashi Uchiyama,M,55.0
Takashi Uchiyama,M,55.0
Takashi Uchiyama,M,55.0
Takashi Uchiyama,M,55.0
Takashi Uchiyama,M,55.0
Takashi Uchiyama,M,55.0
Takashi Uchiyama,M,55.0
Gennady Udalov,M,
Gennady Udalov,M,
Juan Carlos Uder Daz,M,
Juan Carlos Uder Daz,M,
Oksana Pavlovna Udmurtova,F,58.0
Raluca Antonina Udroiu,F,68.0
Shinobu Ueshima,F,67.0
Yordenis Ugs Hernndez,M,60.0
"Gabriele ""Gaby"" Uhlenbruck (-Slawyk)",F,57.0
Chijindu Andre E. O. Ujah,M,81.0
Chijindu Andre E. O. Ujah,M,81.0
Virginie jlaki,F,67.0
Dmitry Matveyevich Ukolov,M,86.0
Luis Ulacia lvarez,M,73.0
Luis Ulacia lvarez,M,73.0
Luis Ulacia lvarez,M,73.0
Lutz Ulbricht,M,88.0
Lutz Ulbricht,M,88.0
Steffen Uliczka,M,65.0
Mariya Viktorivna Ulitina,F,65.0
Torsten Elis Ullman,M,88.0
Torsten Elis Ullman,M,88.0
Torsten Elis Ullman,M,88.0
Torsten Elis Ullman,M,88.0
Torsten Elis Ullman,M,88.0
Torsten Elis Ullman,M,88.0
Torsten Elis Ullman,M,88.0
Torsten Elis Ullman,M,88.0
Carlota Ulloa,F,53.0
Kevin Robert Ullyett,M,75.0
Kevin Robert Ullyett,M,75.0
Kevin Robert Ullyett,M,75.0
Stefan Ulm,M,83.0
Stefan Ulm,M,83.0
Harun lman,M,
Thomas Ulrich,M,82.0
Werner Ulrich,M,78.0
Teresa Joo Ulundo,F,63.0
Yury Ulyachenko,M,
Yury Ulyachenko,M,
Sadiq Umar,M,75.0
Olga Vladimirovna Umaraliyeva,F,58.0
Gadzhi Magomedovich Umarov,M,87.0
Makhmud Bedalovich Umarov,M,73.0
Makhmud Bedalovich Umarov,M,73.0
Charles Umbs,M,
Charles Umbs,M,
Charles Umbs,M,
Charles Umbs,M,
Alfred Umgeher,M,
Engin nal,M,88.0
Flix Unden,M,
"Quanita ""Queen"" Underwood",F,60.0
Matthias Ungemach,M,95.0
Matthias Ungemach,M,95.0
Daniel Unger,M,74.0
Bernt Gran Unger,M,
Monika Unger,F,61.0
Teodora Ungureanu (-Cepoi),F,44.0
Teodora Ungureanu (-Cepoi),F,44.0
Teodora Ungureanu (-Cepoi),F,44.0
Teodora Ungureanu (-Cepoi),F,44.0
Teodora Ungureanu (-Cepoi),F,44.0
Teodora Ungureanu (-Cepoi),F,44.0
Vasile Ungureanu,M,77.0
Mikls Ungvri,M,76.0
Mikls Ungvri,M,76.0
Mikls Ungvri,M,76.0
Mikls Ungvri,M,76.0
Yaln nsal,M,72.0
Gerhard Unterluggauer,M,93.0
Gerhard Unterluggauer,M,93.0
Gerhard Unterluggauer,M,93.0
Frederick Alfred Unwin,M,
Sami Juhani Uotila,M,71.5
Sami Juhani Uotila,M,71.5
Sami Juhani Uotila,M,71.5
Sandra Uptagrafft (Utasy-),F,55.0
Sandra Uptagrafft (Utasy-),F,55.0
Kazushige Ura,M,73.0
Kazushige Ura,M,73.0
Kazushige Ura,M,73.0
Haruo Urata,M,57.0
Petr Urban,M,
Petr Urban,M,
Petr Urban,M,
Petr Urban,M,
Sndor Urbanik,M,60.0
Sndor Urbanik,M,60.0
Sndor Urbanik,M,60.0
Sndor Urbanik,M,60.0
Sndor Urbanik,M,60.0
Ulrike Urbansky (-Leyckes),F,62.0
Ulrike Urbansky (-Leyckes),F,62.0
Ulrike Urbansky (-Leyckes),F,62.0
Marcin Urba,M,77.0
Marcin Urba,M,77.0
Marcin Urba,M,77.0
Marcin Urba,M,77.0
"Gentenesh ""Gete"" Urge",F,52.0
Aleksandr Urinov,M,100.0
Aleksandr Urinov,M,100.0
Gian Paolo Urlando,M,100.0
Gian Paolo Urlando,M,100.0
Gian Paolo Urlando,M,100.0
"Christopher K. ""Chris"" Urry",M,86.0
Storm Uru,M,70.0
Storm Uru,M,70.0
Vladimir Petrovich Ushakov,M,94.0
Irina Vasilyevna Ushakova,F,
Kyohei Ushio,M,
Kyohei Ushio,M,
Kyohei Ushio,M,
Oleksandr Ushkalenko,M,78.0
Oleksandr Ushkalenko,M,78.0
Sadri Usluolu,M,
Polen Uslupehlivan,F,65.0
Mariam Usman,F,112.0
Mariam Usman,F,112.0
Mariam Usman,F,112.0
Mara Catalina Usme Pineda,F,65.0
Mara Catalina Usme Pineda,F,65.0
Abdullah Ustaoglu,M,63.0
Abdullah Ustaoglu,M,63.0
scar Alfredo Ustari,M,84.0
Nataliya Andreyevna Ustinova,F,58.0
Nataliya Andreyevna Ustinova,F,58.0
Nataliya Andreyevna Ustinova,F,58.0
Nataliya Andreyevna Ustinova,F,58.0
Stefan Ustorf,M,88.0
Stefan Ustorf,M,88.0
Stefan Ustorf,M,88.0
Stefan Ustorf,M,88.0
Stanisaw Ustupski,M,63.0
Stanisaw Ustupski,M,63.0
Maciej Adam Ustynowicz,M,74.0
Maciej Adam Ustynowicz,M,74.0
Maciej Adam Ustynowicz,M,74.0
Maciej Adam Ustynowicz,M,74.0
Anna Vladimirovna Ustyukhina,F,70.0
Pujawati Utama Susila Rahayu,F,
Sunday Uti,M,68.0
Sunday Uti,M,68.0
Sunday Uti,M,68.0
Sunday Uti,M,68.0
Sunday Uti,M,68.0
Pentti Vilho Uusihauta,M,75.0
Aleksandr Nikolayevich Uvarov,M,73.0
Aleksey Ivanovich Uversky,M,81.0
Elsie Uwamahoro,F,56.0
Elsie Uwamahoro,F,56.0
Elsie Uwamahoro,F,56.0
Ambroise Uwiragiye,M,
Antoinette Uys,F,78.0
"Benjamin Chukwukelo ""Ben"" Uzoh",M,92.0
Cylia Vabre,F,60.0
Laura Rebeca Vaca Hernndez,F,58.0
Laura Rebeca Vaca Hernndez,F,58.0
Laura Rebeca Vaca Hernndez,F,58.0
Laura Rebeca Vaca Hernndez,F,58.0
Laura Rebeca Vaca Hernndez,F,58.0
Laura Rebeca Vaca Hernndez,F,58.0
Laura Rebeca Vaca Hernndez,F,58.0
Laura Rebeca Vaca Hernndez,F,58.0
Georgios Vafeiadis,M,
Richard Barrie Vagg,M,67.0
Roberto Vgner Chinoca,M,73.0
Pierre Vago,M,
Ayatollah Vagozari,M,74.0
Nicole Vaidiov,F,69.0
Nicole Vaidiov,F,69.0
Nirupama Vaidyanathan (-Sanjeev),F,62.0
Nanna Vainio,F,60.0
Attila Sandr Vajda,M,86.0
Attila Sandr Vajda,M,86.0
Attila Sandr Vajda,M,86.0
Attila Sandr Vajda,M,86.0
Attila Sandr Vajda,M,86.0
Bernard Vajdi,M,84.0
Bernard Vajdi,M,84.0
Bernard Vajdi,M,84.0
Virimi Vakatawa,M,87.0
Kakha Vakhtangishvili,M,75.0
Petr Vako,M,70.0
Oleksiy Borysovych Vakulenko,M,55.0
Dmitrij Val'ukevi,M,78.0
Dmitrij Val'ukevi,M,78.0
Marek Valek,M,85.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Yelena Valeryevna Vlbe (Trubitsyna-),F,54.0
Lloyd Oscar Valberg,M,
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Fulvio Valbusa,M,72.0
Amaya Valdemoro Madariaga,F,78.0
Amaya Valdemoro Madariaga,F,78.0
Sirvano Valdes Labrada,M,48.0
"Jesus ""Jesse"" Valdez",M,67.0
Juan Humberto Valdivieso Padilla,M,
Joe Valeni,M,76.0
Joe Valeni,M,76.0
Gejza Valent,M,120.0
Armando Valente,M,68.0
Jennifer Valente,F,74.0
Georges Valentin,M,
Georges Valentin,M,
Giovanni Della Valentina,M,85.0
Alfredo Valentini,M,93.0
Andrea Valentini,M,75.0
Andrea Valentini,M,75.0
Manon Valentino,F,64.0
"Jaroslava Valentov (Kralov-, -ezov)",F,65.0
Manuel Valerio,M,88.0
Mara Carmen Valero Medes,F,55.0
Mara Carmen Valero Medes,F,55.0
Christian Valtudie,M,89.0
Ricardo Valiente Roman,M,74.0
Ricardo Valiente Roman,M,74.0
Merab Muradovych Valiyev,M,120.0
Merab Muradovych Valiyev,M,120.0
Roman Gazizovich Valiyev,M,76.0
Roman Gazizovich Valiyev,M,76.0
Roman Gazizovich Valiyev,M,76.0
Roman Gazizovich Valiyev,M,76.0
Anitsa Nikolova Valkova,F,55.0
Yekaterina Igorevna Valkova,F,63.0
Mara Carmen Vall,F,60.0
Ivan Valladares,M,68.0
Eladio Vallduvi Casals,M,75.0
Eladio Vallduvi Casals,M,75.0
Eladio Vallduvi Casals,M,75.0
Eladio Vallduvi Casals,M,75.0
Eladio Vallduvi Casals,M,75.0
Giuseppe M. Valle,M,
Joaqun Valle Montero,M,56.0
Joaqun Valle Montero,M,56.0
Sacha Valleau,M,97.0
Nancy Vallecilla,F,67.0
Nancy Vallecilla,F,67.0
Valle,M,
Dominique Valle,F,57.0
Dominique Valle,F,57.0
Juan Carlos Vallejo Arrollo,M,70.0
Juan Carlos Vallejo Arrollo,M,70.0
Juan Carlos Vallejo Arrollo,M,70.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Armando Valles Montaez,M,68.0
Cdric Vallet,M,67.0
Cdric Vallet,M,67.0
Cdric Vallet,M,67.0
Cdric Vallet,M,67.0
Cdric Vallet,M,67.0
Cdric Vallet,M,67.0
Ali Valli,M,100.0
Mario Valota,M,
Lucie Valov,F,54.0
Lucie Valov,F,54.0
Nikolaos Valsamakis,M,
Jorma Olavi Valtonen,M,70.0
Grethe Monica Eikild Valvik-Valen,F,61.0
Grethe Monica Eikild Valvik-Valen,F,61.0
Mrton Gyrgy Vmos,M,105.0
Georgios Vamvakas,M,76.0
Egbert Jan van 't Oever,M,
Egbert Jan van 't Oever,M,
Egbert Jan van 't Oever,M,
Philipine van Aanholt,F,65.0
Philipine van Aanholt,F,65.0
Robin van Aggele,M,90.0
Robin van Aggele,M,90.0
Robin van Aggele,M,90.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Franziska van Almsick,F,66.0
Charles Georges Van Antwerpen,M,
Charles Georges Van Antwerpen,M,
Marc van Belkum,M,88.0
Jean Van Benthem,M,
Jean Van Benthem,M,
Tjapko Antoon van Bergen,M,
"James Wesley ""Jim"" Van Boven",M,55.0
"Petrus Cornelis ""Piet"" van Boxtel",M,
Jan Gualtherus van Breda Kolff,M,
Marcel Lucien Charles Van Crombrugge,M,
"Sebastiaan Jacques Henri ""Bas"" van de Goor",M,100.0
"Sebastiaan Jacques Henri ""Bas"" van de Goor",M,100.0
Mike Willem Frank van de Goor,M,96.0
Mike Willem Frank van de Goor,M,96.0
Mike Willem Frank van de Goor,M,96.0
"Jeffrey Anton ""Jeff"" Van de Graaf",M,
"Jeffrey Anton ""Jeff"" Van de Graaf",M,
Karen Van de Graaf (-Ramsay),F,70.0
Karen Van de Graaf (-Ramsay),F,70.0
Karen Van de Graaf (-Ramsay),F,70.0
Karen Van de Graaf (-Ramsay),F,70.0
Karen Van de Graaf (-Ramsay),F,70.0
"Frederik Robbert ""Freek"" van de Graaff",M,92.0
Fleur Nicolette Andrea van de Kieft,F,60.0
Fleur Nicolette Andrea van de Kieft,F,60.0
Emmanuel Van De Merghel,M,
Roland Van De Rijse,M,71.0
Roland Van De Rijse,M,71.0
"Paulus ""Paul"" van de Rovaart",M,
Joan van den Akker,F,58.0
Thomas Van Den Balck,M,64.0
"Johannes ""Han"" van den Berg",M,
Frans Bernard Joanna Ren Van Den Berghen,M,
Frans Bernard Joanna Ren Van Den Berghen,M,
Dirk Willem van den Bosch,M,
Jean Van Den Bosch,M,
Jean Van Den Bosch,M,
Jean Van Den Bosch,M,
Albert Van Den Branden,M,
Jurgen Van Den Broeck,M,68.0
Paul N. Van den Broek,M,
Paul N. Van den Broek,M,
"Henrica Petronella Johanna Maria ""Erica"" van den Heuvel (-van Dijk)",F,70.0
"Henrica Petronella Johanna Maria ""Erica"" van den Heuvel (-van Dijk)",F,70.0
"Henrica Petronella Johanna Maria ""Erica"" van den Heuvel (-van Dijk)",F,70.0
"Henrica Petronella Johanna Maria ""Erica"" van den Heuvel (-van Dijk)",F,70.0
"Henrica Petronella Johanna Maria ""Erica"" van den Heuvel (-van Dijk)",F,70.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Pieter Cornelis Martijn van den Hoogenband,M,80.0
Robert Van Den Neucker,M,
Robert Van Den Neucker,M,
Marcel Van Der Auwera,M,70.0
Marcel Van Der Auwera,M,70.0
Marcel Van Der Auwera,M,70.0
Marcel Van Der Auwera,M,70.0
Marcel Van Der Auwera,M,70.0
Marcel Van Der Auwera,M,70.0
Marcel Van Der Auwera,M,70.0
Arnoud Eugne van der Biesen,M,
Raymon Theodorus Marinus Raymondo Raymond van der Biezen,M,80.0
Raymon Theodorus Marinus Raymondo Raymond van der Biezen,M,80.0
Anna van der Breggen,F,56.0
Anna van der Breggen,F,56.0
"Marius ""Maas"" van der Feen",M,
"Marius ""Maas"" van der Feen",M,
Dennis van der Geest,M,128.0
Dennis van der Geest,M,128.0
Dennis van der Geest,M,128.0
"Hermina Johanna ""Mirna"" van der Hoeven-Jansen",F,63.0
Marco van der Hulst,M,76.0
Agatha Astrid Maria van der Knaap,F,69.0
"Willem Frederik ""Wim"" van der Kroft",M,
"Willem Frederik ""Wim"" van der Kroft",M,
"Willem Frederik ""Wim"" van der Kroft",M,
Carlos van der Maath,M,89.0
Carlos van der Maath,M,89.0
Carlos van der Maath,M,89.0
Carlos van der Maath,M,89.0
Carlos van der Maath,M,89.0
Carlos van der Maath,M,89.0
"Mathilda Catrina ""Tilly"" van der Made-van der Zwaard",F,55.0
"Mathilda Catrina ""Tilly"" van der Made-van der Zwaard",F,55.0
"Adriana ""Diane"" van der Plaats",F,66.0
"Adriana ""Diane"" van der Plaats",F,66.0
"Adriana ""Diane"" van der Plaats",F,66.0
"Adriana ""Diane"" van der Plaats",F,66.0
"Adriana ""Diane"" van der Plaats",F,66.0
Clment Van Der Straten,M,
Jitse van der Veen,M,
Johannes Albertinus van der Vegte,M,
"Hendrika Alida ""Hennie"" van der Velde",F,75.0
Jan Johan van der Vliet,M,90.0
Robert van der Vooren,M,69.0
"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,57.0
"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,57.0
"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,57.0
"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,57.0
"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,57.0
"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,57.0
Adolf Dirk Coenraad van der Voort van Zijp,M,
Adolf Dirk Coenraad van der Voort van Zijp,M,
Adolf Dirk Coenraad van der Voort van Zijp,M,
Adolf Dirk Coenraad van der Voort van Zijp,M,
Cornelis M. van der Walt,M,54.0
Sander Petrus Henricus van der Weide,M,81.0
Sander Petrus Henricus van der Weide,M,81.0
Sander Petrus Henricus van der Weide,M,81.0
Gerardus Johannes van der Wel,M,
Mark Richard van der Zijden,M,79.0
Mark Richard van der Zijden,M,79.0
Hilbert Van Dijk,M,
"Bastiaan Adrianus ""Bas"" van Duivenbode",M,71.0
"Christian ""Chris"" van Eeden",M,72.0
Gilbert Van Eesbeeck,M,
Gilbert Van Eesbeeck,M,
Derk Jan van Egmond,M,
"Petrus Johannes ""Piet"" van Egmond",M,
"Gerardus Hubertus Wilhelmus ""Geert"" van Eijk",M,64.0
Sondra Van Ert,F,66.0
Sondra Van Ert,F,66.0
Saskia Loretta van Erven Garca,F,64.0
Saskia Loretta van Erven Garca,F,64.0
David van Gelder,M,75.0
"Marcus ""Max"" van Gelder",M,
Lambertus Hendrikus Yuri van Gelder,M,62.0
Lambertus Hendrikus Yuri van Gelder,M,62.0
"Hendrik Theodorus Petrus ""Dirk-Jan"" van Gendt",M,76.0
Gerrit Van Gestel,M,73.0
"Jan Baptist Jozef ""Tiest"" van Gestel",M,
douard Van Haelen,M,
douard Van Haelen,M,
"Theodorus Johannes Antonius Maria ""Dirk Jan"" van Hameren",M,87.0
"Theodorus Johannes Antonius Maria ""Dirk Jan"" van Hameren",M,87.0
"Theodorus Johannes Antonius Maria ""Dirk Jan"" van Hameren",M,87.0
V. Van Hamme,M,71.0
V. Van Hamme,M,71.0
"Bernardina Johanna Roberta ""Bertha"" van Hasselt",F,
Gaston Van Hazebroeck,M,
Gaston Van Hazebroeck,M,
Gaston Van Hazebroeck,M,
Gaston Van Hazebroeck,M,
Abram Andries van Heerden,M,70.0
Abram Andries van Heerden,M,70.0
Marie-France van Helden (Vives-),F,57.0
Marie-France van Helden (Vives-),F,57.0
Robin Arthur Anthony van Helden,M,73.0
Robin Arthur Anthony van Helden,M,73.0
Robin Arthur Anthony van Helden,M,73.0
Drusilla Ruth Van Hengel (-Patlak),F,
Wilfried Van Herck,M,87.0
Jan Hijko van Heteren,M,
"Hendrik ""Henk"" van Heuckelum",M,
Rudolphus Antonie Cornelis Rudi van Houts,M,64.0
Rudolphus Antonie Cornelis Rudi van Houts,M,64.0
Rudolphus Antonie Cornelis Rudi van Houts,M,64.0
"Adrianus ""Adri"" van Houwelingen",M,81.0
Lawrence Joseph Van Huizen,M,
Van Hule,M,
"Cornelis Adrianus ""Kees"" van Ieperen",M,72.0
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Gerard Theodor Hubert Van Innis,M,
Yara Nina van Kerkhof,F,52.0
Yara Nina van Kerkhof,F,52.0
Yara Nina van Kerkhof,F,52.0
Yara Nina van Kerkhof,F,52.0
Astrid Petronella van Koert,F,
Cheryl Lynne Van Kuren,F,59.0
Gaston Van Laere,M,
Alfred Van Landeghem,M,51.0
Alfred Van Landeghem,M,51.0
Roelof van Lennep,M,
Roelof van Lennep,M,
"Antoine Robert Onslow ""Tonny"" van Lierop",M,
"Alexandre ""Alex"" Van Linden",M,74.0
Lieselotte Van Lindt,F,70.0
J. L. M. Van Loocke,M,
Ernest Henri Adriaan Maria van Loon,M,
Ernest Henri Adriaan Maria van Loon,M,
Ernest Henri Adriaan Maria van Loon,M,
"Hendrik ""Rik"" Van Looy",M,
"Hendrik ""Rik"" Van Looy",M,
"Andreas Johannes Maria ""Andr"" van Maris",M,
Yves Van Massenhove,M,
Yves Van Massenhove,M,
"Petrus Reininus Johannes ""Peter"" van Niekerk",M,95.0
"Petrus Reininus Johannes ""Peter"" van Niekerk",M,95.0
Roald Max Antonie van Noort,M,
Merijn van Oijen,M,55.0
"George ""Chip"" Van Os, Jr.",M,98.0
"Robert Logan ""Bob"" Van Osdel",M,68.0
Rudolph Theodorus van Pallandt,M,
Rudolph Theodorus van Pallandt,M,
Louis Van Parijs,M,
Louis Van Parijs,M,
Marten Van Riel,M,64.0
Laurine van Riessen,F,63.0
Laurine van Riessen,F,63.0
Laurine van Riessen,F,63.0
Laurine van Riessen,F,63.0
Laurine van Riessen,F,63.0
Laurine van Riessen,F,63.0
Laurine van Riessen,F,63.0
Willem Frederik van Riet,M,85.0
Willem Frederik van Riet,M,85.0
"Maria Helena ""Marleen"" van Rij (-Wientjes)",F,74.0
"Johannes Cornelis Christianus ""Jan"" van Roessel",M,
"Danille ""Danny"" van Rossem",F,63.0
"Danille ""Danny"" van Rossem",F,63.0
Peter van Roye,M,88.0
Jacqueline Johanna Rene Maria van Rozendaal-van Gerven,F,56.0
Jacqueline Johanna Rene Maria van Rozendaal-van Gerven,F,56.0
Jacqueline Johanna Rene Maria van Rozendaal-van Gerven,F,56.0
Rutger van Schaardenburg,M,80.0
Rutger van Schaardenburg,M,80.0
Rutger van Schaardenburg,M,80.0
Van Schauwenbroeck,M,
Jean Baptiste van Silfhout,M,
Jean Baptiste van Silfhout,M,
Jean Baptiste van Silfhout,M,
Jean Baptiste van Silfhout,M,
Heiko Tiberius van Staveren (Locher-),M,80.0
Cornelis Hendrik van Steenwijk,M,
"Joseph Ludovic ""Jos"" Van Stichel",M,
Yves Auguste Marie Van Strydonck De Burkel,M,
Yves Auguste Marie Van Strydonck De Burkel,M,
Gerard Pieter Hendrik van Velde,M,87.0
Gerard Pieter Hendrik van Velde,M,87.0
Gerard Pieter Hendrik van Velde,M,87.0
Gerard Pieter Hendrik van Velde,M,87.0
Gerard Pieter Hendrik van Velde,M,87.0
Gerard Pieter Hendrik van Velde,M,87.0
"Maria Martina ""Ria"" van Velsen (-Rack)",F,64.0
"Maria Martina ""Ria"" van Velsen (-Rack)",F,64.0
"Maria Martina ""Ria"" van Velsen (-Rack)",F,64.0
Simon Van Vossel,M,66.0
Simon Van Vossel,M,66.0
Simon Van Vossel,M,66.0
Carel Anthonie van Wankum,M,
Gert Jan van Woudenberg,M,83.0
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Albertson Van Zo Post,M,
Vincent Vanasch,M,78.0
Vincent Vanasch,M,78.0
John Vanbiesbrouck,M,80.0
"Albert Joseph ""Al"" Vande Weghe",M,
Arnold Petrus Maria Vanderlijde,M,91.0
