Name,Sex,Weight
"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,61.0
"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,61.0
Daria Eva Bijak,F,56.0
Daria Eva Bijak,F,56.0
Daria Eva Bijak,F,56.0
Daria Eva Bijak,F,56.0
Daria Eva Bijak,F,56.0
"Alexander Henry ""Alex"" Bijkerk",M,80.0
Yekaterina Eduardovna Bikert,F,68.0
Yekaterina Eduardovna Bikert,F,68.0
Sapol Biki,M,48.0
Borut Bila,M,77.0
Ali Rza Bilal,M,
Abdi Bile Abdi,M,75.0
Abdi Bile Abdi,M,75.0
Abdi Bile Abdi,M,75.0
Jaroslav Blek,M,71.0
Mirjana Bili (-Vukas),F,52.0
Mirjana Bili (-Vukas),F,52.0
Mirjana Bili (-Vukas),F,52.0
Mirjana Bili (-Vukas),F,52.0
Mirjana Bili (-Vukas),F,52.0
Cindy Billaud,F,59.0
"Robert Iain Colin ""Bob"" Billingham",M,109.0
"Norton R. ""Nort"" Billings",M,
"Geoffrey ""Geoff"" Billington",M,78.0
"Geoffrey ""Geoff"" Billington",M,78.0
"Geoffrey ""Geoff"" Billington",M,78.0
"Geoffrey ""Geoff"" Billington",M,78.0
"Edwin ""Teddy"" Billington",M,
"Edwin ""Teddy"" Billington",M,
"Edwin ""Teddy"" Billington",M,
"Edwin ""Teddy"" Billington",M,
"Edwin ""Teddy"" Billington",M,
"Edwin ""Teddy"" Billington",M,
"Edwin ""Teddy"" Billington",M,
Lauren Billys,F,59.0
Hennadiy Hryhorovych Bilodid,M,73.0
Hennadiy Hryhorovych Bilodid,M,73.0
Hennadiy Hryhorovych Bilodid,M,73.0
Serhiy Oleksandrovych Biloushchenko,M,100.0
Serhiy Oleksandrovych Biloushchenko,M,100.0
"William Law ""Billy"" Bilsland",M,73.0
Edmond Bimont,M,
Edmond Bimont,M,
Asaf Bimro,M,52.0
Jennie Louise Bimson,F,64.0
Mathias Binder,M,69.0
Serge Bindy,M,68.0
mile Jean Binet,M,
mile Jean Binet,M,
Frederick Sparkes Norman Bingley,M,
Armand Biniakounou,M,75.0
Armand Biniakounou,M,75.0
Klemens Biniakowski,M,62.0
Klemens Biniakowski,M,62.0
Klemens Biniakowski,M,62.0
Hans Boudewijn Binkhorst,M,85.0
Hans Boudewijn Binkhorst,M,85.0
Hans Boudewijn Binkhorst,M,85.0
"Joshua ""Josh"" Binstock",M,99.0
"Joshua ""Josh"" Binstock",M,99.0
Ron Biondo,M,68.0
Magorzata Birbach (-Kowalewicz),F,48.0
Samuel Birch,M,
Gustaf Malkolm Birch-Lindgren,M,
Gustaf Malkolm Birch-Lindgren,M,
Gustaf Malkolm Birch-Lindgren,M,
Gustaf Malkolm Birch-Lindgren,M,
Stephen Bird,M,86.0
Stephen Bird,M,86.0
Jorge Ral Birkner Cogan,M,73.0
Jorge Ral Birkner Cogan,M,73.0
Jorge Ral Birkner Cogan,M,73.0
Jorge Ral Birkner Cogan,M,73.0
Jorge Ral Birkner Cogan,M,73.0
Jorge Ral Birkner Cogan,M,73.0
Jorge Ral Birkner Cogan,M,73.0
Jorge Ral Birkner Cogan,M,73.0
Warren Allen Birmingham,M,68.0
Warren Allen Birmingham,M,68.0
Anna Biryukova (Derevyankina-),F,61.0
Tatyana Biryulina,F,72.0
Valery Igorevich Bisarnov,M,82.0
Martina Bischof (Fischer-),F,65.0
Federica Biscia,F,65.0
Federica Biscia,F,65.0
Maurice Bigelow Biscoe,M,
Ralf Bidorf,M,77.0
Ralf Bidorf,M,77.0
Ralf Bidorf,M,77.0
Ralf Bidorf,M,77.0
Barbara Bishop (-Bovell),F,
Barbara Bishop (-Bovell),F,
Melissa Corrine Bishop,F,56.0
Melissa Corrine Bishop,F,56.0
Carlos Bisiak,M,81.0
Enrico Bisio,M,70.0
Mateusz Biskup,M,91.0
Abdelhakim Bitat,M,66.0
Carlos de Melo Bittencourt Filho,M,
Hermann Bitz,M,65.0
Blandine Bitzner-Ducret,F,50.0
"Movladdin ""Arthur"" Biyarslanov",M,64.0
Juan Bizama Leyton,M,
Juan Bizama Leyton,M,
Rastislav Bizub,M,78.0
Rastislav Bizub,M,78.0
Rastislav Bizub,M,78.0
Rastislav Bizub,M,78.0
smundur Bjarnason,M,71.0
smundur Bjarnason,M,71.0
smundur Bjarnason,M,71.0
smundur Bjarnason,M,71.0
Hedvig Bjelkevik,F,57.0
Hedvig Bjelkevik,F,57.0
Gert Sture Bjerendal,M,83.0
Gert Sture Bjerendal,M,83.0
Gert Sture Bjerendal,M,83.0
Hans Adolf Bjerrum (-Bierrum),M,
Waldemar Bjrkstn,M,
Evert Oskar Fredrik Bjrn,M,
Evert Oskar Fredrik Bjrn,M,
Evert Oskar Fredrik Bjrn,M,
Evert Oskar Fredrik Bjrn,M,
Evert Oskar Fredrik Bjrn,M,
Sadie Bjornsen,F,66.0
Sadie Bjornsen,F,66.0
Sadie Bjornsen,F,66.0
Steinar Brre Bjlbakk,M,82.0
Steinar Brre Bjlbakk,M,82.0
Harry Lorenz Bjrnholm,M,
Tore Bjrnsen,M,75.0
Svenn Erik Bjrnstad,M,92.0
"Edmund Franklin ""Ed"" Black",M,75.0
"Lawrence Jeffery ""Larry"" Black",M,80.0
"Lawrence Jeffery ""Larry"" Black",M,80.0
Julie Lisa Black,F,50.0
Michael Blackwood,M,79.0
Michael Blackwood,M,79.0
Michael Blackwood,M,79.0
Michael Blackwood,M,79.0
Michael Blackwood,M,79.0
Johan Axel Gsta Bladin,M,
Johan Axel Gsta Bladin,M,
Roland Blaesi,M,
Mrgrit Blgescu,M,
Mrgrit Blgescu,M,
Blagoy Blagoev,M,82.0
Blagoy Blagoev,M,82.0
Milan Blagojevic,M,
Philippe Blain,M,89.0
"James Howard ""Jim"" Blair",M,76.0
Robert James Blair,M,79.0
Ioan Marian Blaj,M,68.0
Ioan Marian Blaj,M,68.0
Ioan Marian Blaj,M,68.0
Ioan Marian Blaj,M,68.0
Ioan Marian Blaj,M,68.0
"John Percy ""Jack"" Blake",M,
"John Percy ""Jack"" Blake",M,
"John Percy ""Jack"" Blake",M,
"John Percy ""Jack"" Blake",M,
Henrik Blakskjr,M,90.0
Isabelle Blanc,F,75.0
Isabelle Blanc,F,75.0
Isabelle Blanc,F,75.0
Sarah Jane Blanck,F,63.0
Sarah Jane Blanck,F,63.0
Gareth Blanckenberg,M,80.0
Gareth Blanckenberg,M,80.0
Aleoscar Ruseth Blanco Iriarte,F,75.0
Fernando Blanco Garell,M,62.0
Juan Blanco Penalver,M,63.0
Mara Gimena Blanco,F,60.0
Maribel Blanco Velasco,F,53.0
Beverley Bland (-Preston),F,60.0
Harriet Claiborne Bland (-Green),F,50.0
Harriet Claiborne Bland (-Green),F,50.0
John L. Bland,M,85.0
Franois Blank,M,
"Thomas Jean William ""Tom"" Blankenburg (-Von Blankenburg)",M,
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
"Francina Elsje ""Fanny"" Blankers-Koen",F,63.0
Oscar Blansaer,M,
Henryk Jzef Blaszka,M,85.0
Ryszard Zenon Blaszka,M,83.0
"Jeffrey Carl ""Jeff"" Blatnick",M,120.0
Lea Zahoui Blavo,F,70.0
"Edward ""Eddie"" Blay",M,57.0
"Edward ""Eddie"" Blay",M,57.0
Petr Blaek,M,74.0
Petr Blaek,M,74.0
Marcel Blao,M,75.0
Marcel Blao,M,75.0
"Wilfred Harry ""Wilf"" Bleaden",M,
"Wilfred Harry ""Wilf"" Bleaden",M,
Julia Helen Bleasdale,F,46.0
Julia Helen Bleasdale,F,46.0
Holly Bethan Bleasdale-Bradshaw,F,67.0
Holly Bethan Bleasdale-Bradshaw,F,67.0
Wilhelm Blechschmidt,M,
Wilhelm Blechschmidt,M,
Frank Bleckmann,M,90.0
Frank Bleckmann,M,90.0
Kasper Bleibach,M,90.0
Kasper Bleibach,M,90.0
Kasper Bleibach,M,90.0
Ethelda Marguerite Bleibtrey (-Schlatke),F,
Ethelda Marguerite Bleibtrey (-Schlatke),F,
Ethelda Marguerite Bleibtrey (-Schlatke),F,
Hartwig Bleidick,M,68.0
Sabine Blemenschtz,F,55.0
Blair Adelbert Blenman,M,75.0
John Barry Blewitt,M,76.0
John Barry Blewitt,M,76.0
John Barry Blewitt,M,76.0
John Barry Blewitt,M,76.0
Raymond Bley,M,60.0
Aleksandr Aleksandrovich Blinov,M,95.0
Aleksandr Ivanovich Blinov,M,68.0
Aleksandr Ivanovich Blinov,M,68.0
Viktor Nikolayevich Blinov,M,82.0
Josue Edmond Blocus,M,103.0
Jan Blokhuijsen,M,81.0
Jan Blokhuijsen,M,81.0
Jan Blokhuijsen,M,81.0
Jan Blokhuijsen,M,81.0
Jan Blokhuijsen,M,81.0
Stig Arvidsson Blomberg,M,
Stig Arvidsson Blomberg,M,
Stig Arvidsson Blomberg,M,
Eric Anton Blomgren,M,
Eric Anton Blomgren,M,
Eric Anton Blomgren,M,
"Liudmyla Blonska (Kovalenko-, -Kovalova)",F,64.0
"Edward Johnston ""Ed"" Blood",M,
"Edward Johnston ""Ed"" Blood",M,
Harold Franklin Bloomer,M,
"Sarah ""Sally"" Bloomfield",F,67.0
Marc Blouin,M,81.0
Mlanie Blouin,F,64.0
Oswald Blouin,M,68.0
Edward J. Blount,M,
Olga Yevgenyevna Bludova-Safronova,F,62.0
Olga Yevgenyevna Bludova-Safronova,F,62.0
Olga Yevgenyevna Bludova-Safronova,F,62.0
Olga Yevgenyevna Bludova-Safronova,F,62.0
Constanze Blum,F,52.0
Constanze Blum,F,52.0
Constanze Blum,F,52.0
Constanze Blum,F,52.0
Constanze Blum,F,52.0
Elke Blumauer,F,70.0
Marc Blume,M,68.0
Marc Blume,M,68.0
Marc Blume,M,68.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Pernille Blume,F,58.0
Rita Blumenberg (-Mensching),F,
Madonna Blyth,F,60.0
Madonna Blyth,F,60.0
Madonna Blyth,F,60.0
Jolanta Bdowska (-Hoota),F,62.0
Lillian Barbara Board,F,60.0
Lillian Barbara Board,F,60.0
Lillian Barbara Board,F,60.0
Christopher Alan Boardman,M,
Dixon H. Boardman,M,
Dixon H. Boardman,M,
Christiana A. Boateng,F,53.0
Nikolay Semyonovich Bobarenko,M,
Nikolay Semyonovich Bobarenko,M,
Iulia Bobeic-Bulie,F,
Iulia Bobeic-Bulie,F,
Iulia Bobeic-Bulie,F,
Duane David Bobick,M,94.0
Janusz Bobik,M,66.0
Yelena Bobrova,F,64.0
Yelena Bobrovskaya,F,64.0
Yelena Bobrovskaya,F,64.0
Andrs Bocanegra Martnez,M,
Andrs Bocanegra Martnez,M,
Salvatore Bocchetti,M,77.0
Federico Bocchia,M,93.0
Herbert Oskar Bcher,M,63.0
Pyotr Bochkaryov,M,82.0
Josef Bochnek,M,
Elbieta Bocian (Wagner-),F,63.0
Manfred Bock,M,91.0
Manfred Bockenfeld,M,71.0
Harro Bode,M,77.0
Jana Bode,F,74.0
Meeri Annikki Bodelid (Jaako-),F,46.0
Meeri Annikki Bodelid (Jaako-),F,46.0
Meeri Annikki Bodelid (Jaako-),F,46.0
Jen Bdi,M,67.0
Jen Bdi,M,67.0
Bela Andrew Bodnar,M,
Richrd Bodor,M,73.0
Richrd Bodor,M,73.0
Richrd Bodor,M,73.0
Richrd Bodor,M,73.0
Lszl Bodrogi,M,77.0
Lszl Bodrogi,M,77.0
Lszl Bodrogi,M,77.0
Lszl Bodrogi,M,77.0
Lszl Bodrogi,M,77.0
Grzegorz Bodziana,M,78.0
Grzegorz Bodziana,M,78.0
Otto Boehnke,M,
Otto Boehnke,M,
Otto Boehnke,M,
"Josephine Francisca Maria ""Fieke"" Boekhorst",F,80.0
Herman Boelen,M,76.0
Coenraad Lodewijk Walther Boer,M,
Ercole Boero,M,
"Jacintha Hedwig Jeanne ""Cintha"" Boersma",F,70.0
"Jacintha Hedwig Jeanne ""Cintha"" Boersma",F,70.0
Tjeerd Albert Boersma,M,
"Andries Cornelis Dirk ""Andr"" Boerstra",M,
"Andries Cornelis Dirk ""Andr"" Boerstra",M,
Gustave Boesman,M,
"Gregory ""Greg"" Boester",M,65.0
Galabin Pepov Boevski,M,69.0
Franco Boffi,M,70.0
Viktor Fomich Bogachev,M,81.0
Jean Bogaerts,M,85.0
Jean Bogaerts,M,85.0
Arianna Bogatec,F,63.0
Arianna Bogatec,F,63.0
Dieter Bogatzki,M,69.0
Sergey Bogdanov,M,70.0
Andrey Viktorovich Bogdanovich,M,87.0
Andrey Viktorovich Bogdanovich,M,87.0
Andrey Viktorovich Bogdanovich,M,87.0
Paul Boghaert,M,
Aporosa Boginisoko,M,
Vadim Iosifovich Bogiyev,M,68.0
Richrd Bognr,M,105.0
"Wilhelm ""Willy"" Bogner, Sr.",M,
"Wilhelm ""Willy"" Bogner, Sr.",M,
"Wilhelm Herman Bjrn ""Willy"" Bogner, Jr.",M,70.0
"Wilhelm Herman Bjrn ""Willy"" Bogner, Jr.",M,70.0
"Wilhelm Herman Bjrn ""Willy"" Bogner, Jr.",M,70.0
"Wilhelm Herman Bjrn ""Willy"" Bogner, Jr.",M,70.0
"Wilhelm Herman Bjrn ""Willy"" Bogner, Jr.",M,70.0
Galina Yevgenyevna Bogomolova,F,46.0
Galina Yevgenyevna Bogomolova,F,46.0
Galina Yevgenyevna Bogomolova,F,46.0
Hartmann Bogumil,M,70.0
Jan Boh,M,73.0
Josef Boh,M,
Jaroslav Bohat (-Pavelka),M,64.0
Jaroslav Bohat (-Pavelka),M,64.0
"Grard ""G"" Bohlander",M,
"Grard ""G"" Bohlander",M,
Ivar Theodor Bhling,M,
Martin Bohman,M,93.0
Joachim Bhmer,M,82.0
Daniel Bohnacker,M,83.0
Miroslav Bedich Bhnel,M,
Felix Bhni,M,82.0
Felix Bhni,M,82.0
"David MacLaren ""Mac"" Bohonnon",M,61.0
Victor Charles Gustave Boin,M,
Victor Charles Gustave Boin,M,
Victor Charles Gustave Boin,M,
Victor Charles Gustave Boin,M,
Victor Charles Gustave Boin,M,
Victor Charles Gustave Boin,M,
Mowen Boino,M,73.0
Mowen Boino,M,73.0
Mowen Boino,M,73.0
Martine Evelyne Boisvert,F,52.0
Geoffrey Sila Kibet Boit,M,
Geoffrey Sila Kibet Boit,M,
Philip Kimely Boit,M,70.0
Philip Kimely Boit,M,70.0
Philip Kimely Boit,M,70.0
Philip Kimely Boit,M,70.0
Wilson Boit Kipketer,M,52.0
Hlne Boivin (-Cantin),F,62.0
Jrgen Bojsen-Mller,M,71.0
Jrgen Bojsen-Mller,M,71.0
Jrgen Bojsen-Mller,M,71.0
Jrgen Bojsen-Mller,M,71.0
Nataa Bokal,F,68.0
Nataa Bokal,F,68.0
Nataa Bokal,F,68.0
Nataa Bokal,F,68.0
Nataa Bokal,F,68.0
Nataa Bokal,F,68.0
Nataa Bokal,F,68.0
Jnos Bkfi,M,100.0
Jan Mauritz Boklv,M,60.0
Jan Mauritz Boklv,M,60.0
Jan Mauritz Boklv,M,60.0
Jan Mauritz Boklv,M,60.0
Jan Mauritz Boklv,M,60.0
Marouane Al-Bokri,M,
Andrew Boland,M,70.0
Timur Bolat,M,90.0
Sylvain Bolay,M,68.0
Anja Bolbjerg (-Hansen),F,60.0
Anja Bolbjerg (-Hansen),F,60.0
Igor Petrovich Boldin,M,79.0
"Robert ""Bob"" Bolitho",M,79.0
Andrea Blk (Stein-),F,71.0
Andrea Blk (Stein-),F,71.0
"Theodor ""Theo"" Bolkart",M,82.0
Paul Michael Bolland,M,76.0
Manon Maria Bollegraf,F,64.0
Walter Stefan Boller,M,82.0
Lars-Arne Torsten Blling,M,66.0
Darrick Bollinger,M,
Darrick Bollinger,M,
Marloes Maria Hilde Bolman,F,80.0
Alessio Bolognani,M,66.0
Alessio Bolognani,M,66.0
Alessio Bolognani,M,66.0
Nataliya Dugarnimayevna Bolotova,F,56.0
Nataliya Dugarnimayevna Bolotova,F,56.0
Nataliya Dugarnimayevna Bolotova,F,56.0
"Daniel ""Danny"" Bltz",M,68.0
Nestor Bolum,M,54.0
Wilson Bombarda,M,
Ivan Bonacalza,M,
Umberto Bonad,M,
Marco Bonamico,M,94.0
Marco Bonamico,M,94.0
Roberto Bonanno,M,72.0
Yann Bonato,M,95.0
Irving Bond,M,
Louise Frances V. Bond-Williams,F,59.0
Louise Frances V. Bond-Williams,F,59.0
Elena Bondar,F,74.0
Oleksandr Igorovych Bondar,M,63.0
Oleksandr Igorovych Bondar,M,63.0
Nataliya Nikolayevna Bondarenko,F,60.0
Olga Petrovna Bondarenko (Krentser-),F,42.0
Olga Petrovna Bondarenko (Krentser-),F,42.0
Verner Bonde,M,
Verner Bonde,M,
Ren Henri Georges Bondoux,M,
Ren Henri Georges Bondoux,M,
Edwina Claire Bone,F,70.0
"John Gavin ""Jackie"" Bone",M,
"John Gavin ""Jackie"" Bone",M,
Antoaneta Nikolaeva Boneva,F,70.0
Antoaneta Nikolaeva Boneva,F,70.0
Antoaneta Nikolaeva Boneva,F,70.0
Antoaneta Nikolaeva Boneva,F,70.0
Emilio Bonfigli,M,
Pascual Bonfiglio,M,59.0
Bong Jung-Keun,M,95.0
Eric Bongers,M,
Jerzy Boniecki,M,75.0
Jerzy Boniecki,M,75.0
Sarah Bonikowsky,F,64.0
Attila Bnis,M,71.0
Attila Bnis,M,71.0
Attila Bnis,M,71.0
Attila Bnis,M,71.0
Attila Bnis,M,71.0
Attila Bnis,M,71.0
Bartomiej Wojciech Bonk,M,105.0
Bartomiej Wojciech Bonk,M,105.0
Bartomiej Wojciech Bonk,M,105.0
Flix Bonnat,M,
Yowlys Bonne Rodrguez,M,57.0
Yowlys Bonne Rodrguez,M,57.0
Folmer Bonnn,M,
Franois Bonnet,M,
Franois Bonnet,M,
Franois Bonnet,M,
Monica Bonon,F,49.0
Klaus-Michael Bonsack,M,84.0
Klaus-Michael Bonsack,M,84.0
Klaus-Michael Bonsack,M,84.0
Klaus-Michael Bonsack,M,84.0
Klaus-Michael Bonsack,M,84.0
Klaus-Michael Bonsack,M,84.0
Franco Bontadini,M,
Bob Herbert Bonte,M,
"Ronald Yngve ""Ron"" Bontemps",M,79.0
Klra Bonyhdi,F,65.0
Leonardo Bonzi,M,
Boo Kim Siang,M,65.0
Boris Boor,M,65.0
Boris Boor,M,65.0
Boris Boor,M,65.0
Gunnar Mac Eric Bs,M,
Brian Charles Booth,M,
"Mitchell Jay ""Mitch"" Booth",M,78.0
"Mitchell Jay ""Mitch"" Booth",M,78.0
"Mitchell Jay ""Mitch"" Booth",M,78.0
"Mitchell Jay ""Mitch"" Booth",M,78.0
Robert Booth,M,92.0
Lorna Marie Boothe (-Gilling),F,52.0
Lorna Marie Boothe (-Gilling),F,52.0
Rachel Kristine Bootsma,F,66.0
Rachel Kristine Bootsma,F,66.0
Barna Bor,M,130.0
Barna Bor,M,130.0
Barna Bor,M,130.0
Igor Boras,M,
Gspr Borbs,M,
Karl Borchert,M,
Anke Borchmann (Grnberg-),F,65.0
Erich Borchmeyer,M,81.0
Erich Borchmeyer,M,81.0
Erich Borchmeyer,M,81.0
Erich Borchmeyer,M,81.0
Mariano Bordas Mon,M,70.0
"Gail Borden, II",M,
Valentin Vasilyevich Boreyko,M,73.0
Valentin Vasilyevich Boreyko,M,73.0
Dagoberto Borges Mosceda,M,70.0
Dagoberto Borges Mosceda,M,70.0
Gabriel Borges,M,73.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Gustavo Frana Borges,M,98.0
Peter Lars Mikael Borglund,M,85.0
Peter Lars Mikael Borglund,M,85.0
Margret Borgs (-Mund),F,
Margret Borgs (-Mund),F,
Birgir r Borgrsson,M,100.0
Vladimir Fyodorovich Borisenko,M,
Vasily Fyodorovich Borisov,M,85.0
Vasily Fyodorovich Borisov,M,85.0
Vasily Fyodorovich Borisov,M,85.0
Vasily Fyodorovich Borisov,M,85.0
Vasily Fyodorovich Borisov,M,85.0
Vladislav Vladimirovich Borisov,M,70.0
Vladislav Vladimirovich Borisov,M,70.0
Albert Borize,M,
Nils Gran Jakob Brjesson,M,81.0
Rainer Borkowsky,M,
Jacques Borle,M,72.0
Mtys Borli,M,63.0
Mtys Borli,M,63.0
Mtys Borli,M,63.0
Walter Bormolini,M,87.0
Karin Borner,F,
"Raymond Helmut ""Ray"" Borner",M,117.0
"Raymond Helmut ""Ray"" Borner",M,117.0
"Raymond Helmut ""Ray"" Borner",M,117.0
"Raymond Helmut ""Ray"" Borner",M,117.0
Artyom Igorevich Borodulin,M,68.0
Mikhail Ilyich Borodulin,M,87.0
Iosif Boro,M,88.0
Iosif Boro,M,88.0
Katalin Boros,F,63.0
Katalin Boros,F,63.0
Lszl Boros,M,73.0
Ott Boros,M,95.0
Ott Boros,M,95.0
Ott Boros,M,95.0
David Borradaile,M,65.0
Evelina Borroto Donner,F,63.0
Evelina Borroto Donner,F,63.0
Antonel Boran,M,80.0
Piera Borsani,F,
Lyudmila Leonidovna Borsuk (-Kaygorodova),F,56.0
"Anthony Patrick ""Tony"" Borsumato",M,76.0
Laura Bortolaso,F,46.0
Laura Bortolaso,F,46.0
Laura Bortolaso,F,46.0
Laura Bortolaso,F,46.0
Laura Bortolaso,F,46.0
Fabrizio Bortolon,M,75.0
Fabrizio Bortolon,M,75.0
Francesca Bortolozzi-Borella,F,55.0
Francesca Bortolozzi-Borella,F,55.0
Francesca Bortolozzi-Borella,F,55.0
Francesca Bortolozzi-Borella,F,55.0
Vladimir Bortsov,M,81.0
Vladimir Bortsov,M,81.0
Vladimir Bortsov,M,81.0
Vladimir Bortsov,M,81.0
Vladimir Bortsov,M,81.0
Oleksiy Viktorovych Borysov,M,96.0
Lajos Brzsnyi,M,
Lajos Brzsnyi,M,
Hans-Joachim Borzym,M,92.0
Peter George Bos,M,88.0
David Bosa,M,76.0
Emma Bosch Castell,F,
Emma Bosch Castell,F,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
Gerard Dagobert Henri Bosch van Drakestein,M,
"Dirk ""Dick"" Boschman",M,74.0
"Dirk ""Dick"" Boschman",M,74.0
"Dirk ""Dick"" Boschman",M,74.0
"Dirk ""Dick"" Boschman",M,74.0
Caterina Chiara Bosetti,F,59.0
"Christopher Wesson ""Chris"" Bosh",M,104.0
Christian Bsiger,M,66.0
Tijana Bokovi,F,82.0
"Johannes Wilhelmus ""Jan"" Bosman",M,92.0
Carmelo Bossi,M,71.0
Juan Bostelmann Willerer,M,68.0
Juan Bostelmann Willerer,M,68.0
Darien Graham Boswell,M,83.0
Konstantinos Botasis,M,
Konstantinos Botasis,M,
Konstantinos Botasis,M,
Konstantinos Botasis,M,
Konstantinos Botasis,M,
Konstantinos Botasis,M,
Konstantinos Botasis,M,
Konstantinos Botasis,M,
"Elisa ""Elly"" Botbijl",F,63.0
"Elisa ""Elly"" Botbijl",F,63.0
Eugene Botes,M,101.0
Eugene Botes,M,101.0
Pavel Velichkov Botev,M,62.0
Mihaela Maria Botezan,F,46.0
Heidi Botha,F,
Louis Marcel Botinelly,M,
Stphane Botteri,M,72.0
Stphane Botteri,M,72.0
Stphane Botteri,M,72.0
Joachim Bottieau,M,81.0
Joachim Bottieau,M,81.0
Alberto Bottini,M,74.0
Alberto Bottini,M,74.0
Christoph Bottoni,M,80.0
Hatem Bouabid,M,65.0
Atika Bouagaa,F,68.0
Mohamed Bouaichaoui,M,120.0
Mohamed Bouaichaoui,M,120.0
mile Bouard,M,
Ins Boubakri,F,56.0
Ins Boubakri,F,56.0
Ins Boubakri,F,56.0
Eugenie Bouchard,F,58.0
Eugenie Bouchard,F,58.0
Louis Henri Bouchard,M,
Landre Bouchard,M,81.0
Maxim Bouchard,M,71.0
Derek A. Bouchard-Hall,M,74.0
Donatien Antonin Marie Bouch,M,
Salah Bouchekriou,M,81.0
Hugo Boucheron,M,90.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Michel Bouchonnet,M,67.0
Thomas Boudat,M,69.0
Sarah Boudens (-Baillie),F,67.0
Adem Boudjemline,M,85.0
Ren Bougnol,M,
Ren Bougnol,M,
Ren Bougnol,M,
Ren Bougnol,M,
Ren Bougnol,M,
Ren Bougnol,M,
Ren Bougnol,M,
Samir Bouguerra,M,96.0
Albert Bouguin,M,
Albert Bouguin,M,
Abdelhak Bouhalissa,M,74.0
Alexandre Franois tienne Jean Bouin,M,70.0
Alexandre Franois tienne Jean Bouin,M,70.0
Alexandre Franois tienne Jean Bouin,M,70.0
Alexandre Franois tienne Jean Bouin,M,70.0
Benjamin Kudjow Thomas Boukpeti,M,73.0
Benjamin Kudjow Thomas Boukpeti,M,73.0
Benjamin Kudjow Thomas Boukpeti,M,73.0
Marcel K. Boulad,M,
Marcel K. Boulad,M,
Kamal Boulahfane,M,72.0
Kamal Boulahfane,M,72.0
Kamal Boulahfane,M,72.0
Brahim Boulami,M,64.0
Brahim Boulami,M,64.0
Boulanger,M,
David Boulanger,M,64.0
Jacques Boulanger,M,
Maurice Julien Boulanger,M,
Alberto Luis Boullossa Dobal,M,
Huibert Gerard Boumeester,M,
Abdel Razzak Bounour,M,60.0
Soufiyan Bouqantar,M,54.0
Soufiyan Bouqantar,M,54.0
Ali Bourai,M,70.0
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Marcel Bouraine,M,
Roger Maurice Bourbonnais,M,79.0
Roger Maurice Bourbonnais,M,79.0
Petros Bourdoulis,M,118.0
Petros Bourdoulis,M,118.0
Charles Clayton Bourne,M,
Grayson Hugh Bourne,M,
Grayson Hugh Bourne,M,
Grayson Hugh Bourne,M,
Grayson Hugh Bourne,M,
Grayson Hugh Bourne,M,
Shae-Lynn Bourne (-Morozov),F,53.0
Shae-Lynn Bourne (-Morozov),F,53.0
Shae-Lynn Bourne (-Morozov),F,53.0
Hans Bourquin,M,
